question_id,quiz_id,creator_id,creation_date,topic,question_type,bloom_level,difficulty_score
QS26988,QZ3125,QF1797,2024-08-14,Business Studies,MCQ,Apply,3.66
QS26989,QZ3125,QF1797,2024-08-14,Business Studies,MCQ,Remember,2.53
QS26990,QZ3126,QF1797,2024-08-16,Biology,MCQ,Remember,3.12
QS26991,QZ3126,QF1797,2024-08-16,Biology,MCQ,Understand,2.75
QS26992,QZ3126,QF1797,2024-08-16,Biology,MCQ,Remember,1.26
QS26993,QZ3126,QF1797,2024-08-16,Biology,MCQ,Apply,3.39
QS26994,QZ3126,QF1797,2024-08-16,Biology,Open,Remember,1.18
QS26995,QZ3126,QF1797,2024-08-16,Biology,Open,Understand,3.54
QS26996,QZ3126,QF1797,2024-08-16,Biology,MCQ,Understand,2.23
QS26997,QZ3127,QF1797,2024-08-27,Physics,Open,Evaluate,4.67
QS26998,QZ3127,QF1797,2024-08-27,Physics,MCQ,Remember,1.04
QS26999,QZ3127,QF1797,2024-08-27,Physics,Open,Apply,2.32
QS27000,QZ3127,QF1797,2024-08-27,Physics,Open,Remember,1.39
QS27001,QZ3127,QF1797,2024-08-27,Physics,MCQ,Apply,2.42
QS27002,QZ3127,QF1797,2024-08-27,Physics,MCQ,Analyze,3.67
QS27003,QZ3127,QF1797,2024-08-27,Physics,MCQ,Understand,3.19
QS27004,QZ3127,QF1797,2024-08-27,Physics,MCQ,Remember,2.02
QS27005,QZ3127,QF1797,2024-08-27,Physics,MCQ,Understand,2.58
QS27006,QZ3127,QF1797,2024-08-27,Physics,Open,Remember,1.25
QS27007,QZ3128,QF1801,2024-08-29,Chemistry,MCQ,Apply,4.06
QS27008,QZ3128,QF1801,2024-08-29,Chemistry,MCQ,Remember,2.51
QS27009,QZ3128,QF1801,2024-08-29,Chemistry,MCQ,Understand,1.96
QS27010,QZ3128,QF1801,2024-08-29,Chemistry,MCQ,Understand,3.2
QS27011,QZ3128,QF1801,2024-08-29,Chemistry,Open,Remember,1.88
QS27012,QZ3129,QF1801,2024-08-28,Physics,MCQ,Analyze,4.22
QS27013,QZ3129,QF1801,2024-08-28,Physics,MCQ,Analyze,4.4
QS27014,QZ3129,QF1801,2024-08-28,Physics,MCQ,Analyze,3.67
QS27015,QZ3129,QF1801,2024-08-28,Physics,Open,Remember,1.0
QS27016,QZ3129,QF1801,2024-08-28,Physics,MCQ,Understand,2.25
QS27017,QZ3129,QF1801,2024-08-28,Physics,MCQ,Remember,1.68
QS27018,QZ3129,QF1801,2024-08-28,Physics,MCQ,Understand,2.21
QS27019,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Analyze,5.0
QS27020,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Remember,2.35
QS27021,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Remember,1.16
QS27022,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Understand,2.15
QS27023,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Remember,1.67
QS27024,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Analyze,3.05
QS27025,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Apply,3.34
QS27026,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Remember,1.2
QS27027,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Apply,4.23
QS27028,QZ3130,QF1801,2024-08-17,Business Studies,MCQ,Analyze,2.84
QS27029,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Apply,3.68
QS27030,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Understand,2.24
QS27031,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Apply,3.4
QS27032,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Understand,3.33
QS27033,QZ3131,QF1802,2024-08-24,Chemistry,Open,Apply,1.97
QS27034,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Analyze,4.77
QS27035,QZ3131,QF1802,2024-08-24,Chemistry,Open,Remember,1.58
QS27036,QZ3131,QF1802,2024-08-24,Chemistry,MCQ,Remember,2.26
QS27037,QZ3131,QF1802,2024-08-24,Chemistry,Open,Understand,2.1
QS27038,QZ3132,QF1802,2024-08-30,Business Studies,MCQ,Evaluate,3.98
QS27039,QZ3132,QF1802,2024-08-30,Business Studies,MCQ,Understand,3.61
QS27040,QZ3132,QF1802,2024-08-30,Business Studies,MCQ,Apply,2.43
QS27041,QZ3132,QF1802,2024-08-30,Business Studies,MCQ,Apply,4.03
QS27042,QZ3132,QF1802,2024-08-30,Business Studies,MCQ,Remember,1.0
QS27043,QZ3133,QF1802,2024-08-30,Physics,MCQ,Understand,3.07
QS27044,QZ3133,QF1802,2024-08-30,Physics,MCQ,Analyze,4.87
QS27045,QZ3133,QF1802,2024-08-30,Physics,MCQ,Remember,2.57
QS27046,QZ3133,QF1802,2024-08-30,Physics,MCQ,Remember,1.86
QS27047,QZ3133,QF1802,2024-08-30,Physics,MCQ,Analyze,3.77
QS27048,QZ3133,QF1802,2024-08-30,Physics,MCQ,Understand,2.67
QS27049,QZ3133,QF1802,2024-08-30,Physics,MCQ,Understand,2.81
QS27050,QZ3133,QF1802,2024-08-30,Physics,MCQ,Understand,3.29
QS27051,QZ3134,QF1802,2024-08-14,Programming,MCQ,Analyze,4.31
QS27052,QZ3134,QF1802,2024-08-14,Programming,MCQ,Remember,2.04
QS27053,QZ3134,QF1802,2024-08-14,Programming,MCQ,Apply,3.01
QS27054,QZ3134,QF1802,2024-08-14,Programming,MCQ,Remember,2.09
QS27055,QZ3134,QF1802,2024-08-14,Programming,MCQ,Evaluate,5.0
QS27056,QZ3134,QF1802,2024-08-14,Programming,MCQ,Create,5.0
QS27057,QZ3135,QF1802,2024-08-27,History,MCQ,Evaluate,5.0
QS27058,QZ3135,QF1802,2024-08-27,History,MCQ,Remember,1.0
QS27059,QZ3135,QF1802,2024-08-27,History,Open,Understand,2.23
QS27060,QZ3135,QF1802,2024-08-27,History,MCQ,Evaluate,5.0
QS27061,QZ3135,QF1802,2024-08-27,History,MCQ,Understand,1.74
QS27062,QZ3135,QF1802,2024-08-27,History,MCQ,Apply,4.49
QS27063,QZ3135,QF1802,2024-08-27,History,Open,Understand,2.79
QS27064,QZ3135,QF1802,2024-08-27,History,MCQ,Remember,3.01
QS27065,QZ3135,QF1802,2024-08-27,History,Open,Evaluate,4.84
QS27066,QZ3135,QF1802,2024-08-27,History,Open,Apply,3.68
QS27067,QZ3136,QF1802,2024-08-26,Programming,MCQ,Understand,3.57
QS27068,QZ3136,QF1802,2024-08-26,Programming,MCQ,Remember,1.26
QS27069,QZ3136,QF1802,2024-08-26,Programming,MCQ,Remember,1.08
QS27070,QZ3136,QF1802,2024-08-26,Programming,Open,Understand,3.51
QS27071,QZ3136,QF1802,2024-08-26,Programming,MCQ,Remember,1.27
QS27072,QZ3136,QF1802,2024-08-26,Programming,MCQ,Apply,4.82
QS27073,QZ3136,QF1802,2024-08-26,Programming,MCQ,Remember,1.0
QS27074,QZ3136,QF1802,2024-08-26,Programming,Open,Evaluate,5.0
QS27075,QZ3136,QF1802,2024-08-26,Programming,MCQ,Remember,2.43
QS27076,QZ3137,QF1802,2024-08-27,History,MCQ,Remember,2.42
QS27077,QZ3137,QF1802,2024-08-27,History,MCQ,Evaluate,4.0
QS27078,QZ3137,QF1802,2024-08-27,History,MCQ,Apply,2.71
QS27079,QZ3137,QF1802,2024-08-27,History,MCQ,Remember,1.0
QS27080,QZ3137,QF1802,2024-08-27,History,MCQ,Evaluate,3.9
QS27081,QZ3137,QF1802,2024-08-27,History,MCQ,Understand,2.8
QS27082,QZ3137,QF1802,2024-08-27,History,MCQ,Understand,2.69
QS27083,QZ3137,QF1802,2024-08-27,History,MCQ,Remember,1.91
QS27084,QZ3138,QF1802,2024-08-31,Physics,MCQ,Evaluate,2.95
QS27085,QZ3138,QF1802,2024-08-31,Physics,MCQ,Understand,1.6
QS27086,QZ3138,QF1802,2024-08-31,Physics,MCQ,Remember,1.39
QS27087,QZ3138,QF1802,2024-08-31,Physics,MCQ,Understand,1.19
QS27088,QZ3138,QF1802,2024-08-31,Physics,MCQ,Remember,2.15
QS27089,QZ3138,QF1802,2024-08-31,Physics,MCQ,Apply,2.6
QS27090,QZ3138,QF1802,2024-08-31,Physics,MCQ,Evaluate,4.46
QS27091,QZ3138,QF1802,2024-08-31,Physics,MCQ,Understand,3.51
QS27092,QZ3139,QF1805,2024-08-22,Language,MCQ,Analyze,4.34
QS27093,QZ3139,QF1805,2024-08-22,Language,Open,Remember,2.15
QS27094,QZ3139,QF1805,2024-08-22,Language,Open,Apply,2.94
QS27095,QZ3139,QF1805,2024-08-22,Language,MCQ,Analyze,3.17
QS27096,QZ3139,QF1805,2024-08-22,Language,MCQ,Understand,3.79
QS27097,QZ3139,QF1805,2024-08-22,Language,MCQ,Understand,3.66
QS27098,QZ3139,QF1805,2024-08-22,Language,MCQ,Understand,1.17
QS27099,QZ3139,QF1805,2024-08-22,Language,MCQ,Create,5.0
QS27100,QZ3139,QF1805,2024-08-22,Language,MCQ,Understand,1.31
QS27101,QZ3139,QF1805,2024-08-22,Language,MCQ,Remember,2.49
QS27102,QZ3139,QF1805,2024-08-22,Language,Open,Analyze,3.47
QS27103,QZ3139,QF1805,2024-08-22,Language,MCQ,Remember,2.11
QS27104,QZ3139,QF1805,2024-08-22,Language,MCQ,Apply,3.22
QS27105,QZ3139,QF1805,2024-08-22,Language,MCQ,Understand,3.73
QS27106,QZ3139,QF1805,2024-08-22,Language,MCQ,Analyze,4.17
QS27107,QZ3140,QF1807,2024-08-29,Language,MCQ,Evaluate,5.0
QS27108,QZ3140,QF1807,2024-08-29,Language,MCQ,Create,5.0
QS27109,QZ3140,QF1807,2024-08-29,Language,MCQ,Understand,2.53
QS27110,QZ3140,QF1807,2024-08-29,Language,MCQ,Evaluate,5.0
QS27111,QZ3140,QF1807,2024-08-29,Language,MCQ,Understand,2.71
QS27112,QZ3140,QF1807,2024-08-29,Language,MCQ,Understand,2.16
QS27113,QZ3140,QF1807,2024-08-29,Language,MCQ,Understand,2.55
QS27114,QZ3140,QF1807,2024-08-29,Language,MCQ,Analyze,4.31
QS27115,QZ3140,QF1807,2024-08-29,Language,MCQ,Remember,4.04
QS27116,QZ3140,QF1807,2024-08-29,Language,MCQ,Remember,1.51
QS27117,QZ3141,QF1807,2024-08-17,English,MCQ,Apply,2.5
QS27118,QZ3141,QF1807,2024-08-17,English,MCQ,Understand,1.17
QS27119,QZ3141,QF1807,2024-08-17,English,MCQ,Understand,2.79
QS27120,QZ3141,QF1807,2024-08-17,English,MCQ,Apply,3.22
QS27121,QZ3141,QF1807,2024-08-17,English,MCQ,Understand,3.32
QS27122,QZ3141,QF1807,2024-08-17,English,MCQ,Understand,1.34
QS27123,QZ3142,QF1808,2024-08-27,English,MCQ,Remember,3.32
QS27124,QZ3142,QF1808,2024-08-27,English,MCQ,Understand,3.74
QS27125,QZ3142,QF1808,2024-08-27,English,MCQ,Remember,1.07
QS27126,QZ3142,QF1808,2024-08-27,English,MCQ,Apply,2.09
QS27127,QZ3142,QF1808,2024-08-27,English,MCQ,Understand,1.25
QS27128,QZ3142,QF1808,2024-08-27,English,MCQ,Apply,3.66
QS27129,QZ3142,QF1808,2024-08-27,English,MCQ,Remember,2.37
QS27130,QZ3142,QF1808,2024-08-27,English,MCQ,Analyze,3.21
QS27131,QZ3143,QF1808,2024-08-14,Chemistry,MCQ,Apply,3.89
QS27132,QZ3143,QF1808,2024-08-14,Chemistry,MCQ,Remember,1.6
QS27133,QZ3143,QF1808,2024-08-14,Chemistry,MCQ,Apply,2.36
QS27134,QZ3143,QF1808,2024-08-14,Chemistry,MCQ,Apply,3.64
QS27135,QZ3144,QF1808,2024-08-23,Programming,MCQ,Create,4.22
QS27136,QZ3144,QF1808,2024-08-23,Programming,MCQ,Understand,1.81
QS27137,QZ3144,QF1808,2024-08-23,Programming,MCQ,Evaluate,4.05
QS27138,QZ3144,QF1808,2024-08-23,Programming,MCQ,Understand,3.19
QS27139,QZ3144,QF1808,2024-08-23,Programming,MCQ,Understand,1.67
QS27140,QZ3144,QF1808,2024-08-23,Programming,MCQ,Remember,2.49
QS27141,QZ3144,QF1808,2024-08-23,Programming,MCQ,Remember,2.43
QS27142,QZ3144,QF1808,2024-08-23,Programming,MCQ,Apply,3.08
QS27143,QZ3144,QF1808,2024-08-23,Programming,MCQ,Analyze,3.71
QS27144,QZ3144,QF1808,2024-08-23,Programming,MCQ,Understand,3.1
QS27145,QZ3144,QF1808,2024-08-23,Programming,MCQ,Understand,3.04
QS27146,QZ3144,QF1808,2024-08-23,Programming,MCQ,Evaluate,3.87
QS27147,QZ3144,QF1808,2024-08-23,Programming,MCQ,Analyze,3.73
QS27148,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Understand,2.62
QS27149,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Remember,1.45
QS27150,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Remember,1.82
QS27151,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Remember,2.12
QS27152,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Analyze,4.88
QS27153,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Understand,2.64
QS27154,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Analyze,3.11
QS27155,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Understand,2.66
QS27156,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Apply,3.74
QS27157,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Remember,2.14
QS27158,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Apply,3.57
QS27159,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Understand,2.84
QS27160,QZ3145,QF1809,2024-08-18,Chemistry,MCQ,Remember,1.81
QS27161,QZ3146,QF1810,2024-08-18,History,MCQ,Remember,1.54
QS27162,QZ3146,QF1810,2024-08-18,History,MCQ,Understand,3.23
QS27163,QZ3146,QF1810,2024-08-18,History,MCQ,Analyze,2.93
QS27164,QZ3146,QF1810,2024-08-18,History,Open,Understand,2.9
QS27165,QZ3146,QF1810,2024-08-18,History,MCQ,Remember,2.03
QS27166,QZ3147,QF1810,2024-08-28,Language,MCQ,Remember,1.91
QS27167,QZ3147,QF1810,2024-08-28,Language,Open,Remember,2.41
QS27168,QZ3147,QF1810,2024-08-28,Language,MCQ,Understand,3.6
QS27169,QZ3147,QF1810,2024-08-28,Language,MCQ,Remember,3.42
QS27170,QZ3147,QF1810,2024-08-28,Language,MCQ,Remember,3.13
QS27171,QZ3147,QF1810,2024-08-28,Language,MCQ,Remember,4.73
QS27172,QZ3148,QF1811,2024-08-20,Biology,MCQ,Understand,3.41
QS27173,QZ3148,QF1811,2024-08-20,Biology,MCQ,Understand,1.0
QS27174,QZ3148,QF1811,2024-08-20,Biology,MCQ,Evaluate,4.87
QS27175,QZ3148,QF1811,2024-08-20,Biology,MCQ,Remember,3.0
QS27176,QZ3148,QF1811,2024-08-20,Biology,MCQ,Remember,3.55
QS27177,QZ3148,QF1811,2024-08-20,Biology,MCQ,Understand,1.58
QS27178,QZ3148,QF1811,2024-08-20,Biology,MCQ,Remember,2.32
QS27179,QZ3149,QF1811,2024-08-28,Physics,MCQ,Understand,2.18
QS27180,QZ3149,QF1811,2024-08-28,Physics,MCQ,Remember,2.47
QS27181,QZ3149,QF1811,2024-08-28,Physics,MCQ,Analyze,4.7
QS27182,QZ3149,QF1811,2024-08-28,Physics,MCQ,Apply,3.94
QS27183,QZ3149,QF1811,2024-08-28,Physics,MCQ,Understand,3.48
QS27184,QZ3149,QF1811,2024-08-28,Physics,Open,Analyze,3.58
QS27185,QZ3149,QF1811,2024-08-28,Physics,MCQ,Remember,1.0
QS27186,QZ3149,QF1811,2024-08-28,Physics,MCQ,Remember,2.6
QS27187,QZ3150,QF1811,2024-08-20,Biology,MCQ,Understand,3.95
QS27188,QZ3150,QF1811,2024-08-20,Biology,MCQ,Apply,2.62
QS27189,QZ3150,QF1811,2024-08-20,Biology,MCQ,Understand,3.07
QS27190,QZ3150,QF1811,2024-08-20,Biology,MCQ,Understand,1.62
QS27191,QZ3150,QF1811,2024-08-20,Biology,MCQ,Remember,3.72
QS27192,QZ3150,QF1811,2024-08-20,Biology,MCQ,Apply,3.26
QS27193,QZ3150,QF1811,2024-08-20,Biology,MCQ,Understand,1.82
QS27194,QZ3150,QF1811,2024-08-20,Biology,MCQ,Create,4.17
QS27195,QZ3150,QF1811,2024-08-20,Biology,MCQ,Apply,2.17
QS27196,QZ3150,QF1811,2024-08-20,Biology,MCQ,Remember,2.96
QS27197,QZ3150,QF1811,2024-08-20,Biology,MCQ,Remember,1.14
QS27198,QZ3150,QF1811,2024-08-20,Biology,MCQ,Understand,1.85
QS27199,QZ3150,QF1811,2024-08-20,Biology,MCQ,Remember,3.8
QS27200,QZ3150,QF1811,2024-08-20,Biology,MCQ,Remember,2.11
QS27201,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Remember,3.43
QS27202,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Apply,1.97
QS27203,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Apply,3.23
QS27204,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Understand,3.65
QS27205,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Understand,3.46
QS27206,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Apply,2.05
QS27207,QZ3151,QF1811,2024-08-30,Chemistry,MCQ,Understand,2.02
QS27208,QZ3152,QF1812,2024-08-22,Biology,MCQ,Remember,2.28
QS27209,QZ3152,QF1812,2024-08-22,Biology,MCQ,Remember,1.9
QS27210,QZ3152,QF1812,2024-08-22,Biology,MCQ,Evaluate,3.66
QS27211,QZ3152,QF1812,2024-08-22,Biology,MCQ,Remember,2.11
QS27212,QZ3152,QF1812,2024-08-22,Biology,MCQ,Apply,2.29
QS27213,QZ3152,QF1812,2024-08-22,Biology,MCQ,Evaluate,4.7
QS27214,QZ3152,QF1812,2024-08-22,Biology,MCQ,Remember,4.48
QS27215,QZ3152,QF1812,2024-08-22,Biology,MCQ,Evaluate,5.0
QS27216,QZ3153,QF1812,2024-08-29,Business Studies,MCQ,Analyze,4.3
QS27217,QZ3153,QF1812,2024-08-29,Business Studies,MCQ,Understand,2.74
QS27218,QZ3153,QF1812,2024-08-29,Business Studies,MCQ,Remember,2.97
QS27219,QZ3153,QF1812,2024-08-29,Business Studies,MCQ,Apply,1.61
QS27220,QZ3154,QF1813,2024-08-19,Mathematics,MCQ,Remember,2.27
QS27221,QZ3154,QF1813,2024-08-19,Mathematics,MCQ,Analyze,3.71
QS27222,QZ3154,QF1813,2024-08-19,Mathematics,MCQ,Remember,2.21
QS27223,QZ3154,QF1813,2024-08-19,Mathematics,MCQ,Remember,1.0
QS27224,QZ3154,QF1813,2024-08-19,Mathematics,Open,Apply,2.94
QS27225,QZ3154,QF1813,2024-08-19,Mathematics,Open,Apply,4.75
QS27226,QZ3154,QF1813,2024-08-19,Mathematics,Open,Understand,2.63
QS27227,QZ3154,QF1813,2024-08-19,Mathematics,MCQ,Understand,2.42
QS27228,QZ3155,QF1813,2024-08-25,History,MCQ,Remember,2.18
QS27229,QZ3155,QF1813,2024-08-25,History,MCQ,Remember,1.9
QS27230,QZ3155,QF1813,2024-08-25,History,MCQ,Understand,3.88
QS27231,QZ3155,QF1813,2024-08-25,History,MCQ,Understand,3.13
QS27232,QZ3155,QF1813,2024-08-25,History,MCQ,Remember,1.0
QS27233,QZ3155,QF1813,2024-08-25,History,MCQ,Apply,4.28
QS27234,QZ3155,QF1813,2024-08-25,History,MCQ,Create,5.0
QS27235,QZ3155,QF1813,2024-08-25,History,MCQ,Evaluate,3.99
QS27236,QZ3155,QF1813,2024-08-25,History,MCQ,Remember,3.35
QS27237,QZ3155,QF1813,2024-08-25,History,MCQ,Apply,1.67
QS27238,QZ3155,QF1813,2024-08-25,History,MCQ,Evaluate,5.0
QS27239,QZ3155,QF1813,2024-08-25,History,MCQ,Apply,4.14
QS27240,QZ3156,QF1813,2024-08-31,Language,MCQ,Evaluate,5.0
QS27241,QZ3156,QF1813,2024-08-31,Language,MCQ,Remember,1.06
QS27242,QZ3156,QF1813,2024-08-31,Language,MCQ,Remember,1.0
QS27243,QZ3156,QF1813,2024-08-31,Language,MCQ,Create,4.85
QS27244,QZ3156,QF1813,2024-08-31,Language,MCQ,Analyze,3.72
QS27245,QZ3156,QF1813,2024-08-31,Language,MCQ,Understand,3.49
QS27246,QZ3156,QF1813,2024-08-31,Language,MCQ,Analyze,3.47
QS27247,QZ3156,QF1813,2024-08-31,Language,MCQ,Understand,1.0
QS27248,QZ3156,QF1813,2024-08-31,Language,MCQ,Apply,4.27
QS27249,QZ3157,QF1814,2024-08-31,General Knowledge,MCQ,Understand,1.84
QS27250,QZ3157,QF1814,2024-08-31,General Knowledge,MCQ,Analyze,3.09
QS27251,QZ3157,QF1814,2024-08-31,General Knowledge,MCQ,Understand,1.68
QS27252,QZ3158,QF1814,2024-08-15,History,MCQ,Understand,1.68
QS27253,QZ3158,QF1814,2024-08-15,History,MCQ,Remember,1.37
QS27254,QZ3158,QF1814,2024-08-15,History,MCQ,Remember,2.78
QS27255,QZ3158,QF1814,2024-08-15,History,MCQ,Apply,4.56
QS27256,QZ3158,QF1814,2024-08-15,History,MCQ,Analyze,3.18
QS27257,QZ3158,QF1814,2024-08-15,History,MCQ,Remember,1.02
QS27258,QZ3158,QF1814,2024-08-15,History,MCQ,Apply,4.82
QS27259,QZ3158,QF1814,2024-08-15,History,MCQ,Create,5.0
QS27260,QZ3158,QF1814,2024-08-15,History,MCQ,Understand,2.6
QS27261,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Understand,3.76
QS27262,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Evaluate,5.0
QS27263,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Understand,2.48
QS27264,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Evaluate,4.57
QS27265,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Understand,2.85
QS27266,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Evaluate,5.0
QS27267,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Remember,2.64
QS27268,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Analyze,4.17
QS27269,QZ3159,QF1814,2024-08-31,Business Studies,MCQ,Apply,2.37
QS27270,QZ3160,QF1814,2024-08-20,Language,MCQ,Apply,2.4
QS27271,QZ3160,QF1814,2024-08-20,Language,Open,Evaluate,4.3
QS27272,QZ3160,QF1814,2024-08-20,Language,MCQ,Evaluate,5.0
QS27273,QZ3160,QF1814,2024-08-20,Language,MCQ,Remember,3.12
QS27274,QZ3160,QF1814,2024-08-20,Language,Open,Understand,3.36
QS27275,QZ3160,QF1814,2024-08-20,Language,MCQ,Apply,3.42
QS27276,QZ3160,QF1814,2024-08-20,Language,MCQ,Remember,2.14
QS27277,QZ3160,QF1814,2024-08-20,Language,Open,Remember,2.37
QS27278,QZ3161,QF1814,2024-08-15,Chemistry,MCQ,Remember,1.78
QS27279,QZ3161,QF1814,2024-08-15,Chemistry,MCQ,Understand,2.5
QS27280,QZ3161,QF1814,2024-08-15,Chemistry,MCQ,Remember,1.44
QS27281,QZ3161,QF1814,2024-08-15,Chemistry,MCQ,Remember,1.5
QS27282,QZ3161,QF1814,2024-08-15,Chemistry,MCQ,Apply,3.58
QS27283,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Analyze,4.03
QS27284,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,2.78
QS27285,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,1.25
QS27286,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Understand,2.28
QS27287,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Understand,4.51
QS27288,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,3.11
QS27289,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,2.35
QS27290,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Understand,3.14
QS27291,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,1.74
QS27292,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Evaluate,5.0
QS27293,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Apply,2.97
QS27294,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Apply,3.9
QS27295,QZ3162,QF1814,2024-08-25,General Knowledge,MCQ,Remember,1.87
QS27296,QZ3163,QF1814,2024-08-23,Physics,MCQ,Analyze,4.8
QS27297,QZ3163,QF1814,2024-08-23,Physics,MCQ,Understand,1.56
QS27298,QZ3163,QF1814,2024-08-23,Physics,MCQ,Remember,2.55
QS27299,QZ3163,QF1814,2024-08-23,Physics,MCQ,Remember,2.44
QS27300,QZ3163,QF1814,2024-08-23,Physics,MCQ,Remember,2.68
QS27301,QZ3163,QF1814,2024-08-23,Physics,MCQ,Analyze,3.66
QS27302,QZ3163,QF1814,2024-08-23,Physics,MCQ,Apply,3.33
QS27303,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,1.13
QS27304,QZ3164,QF1814,2024-08-26,Physics,MCQ,Remember,2.51
QS27305,QZ3164,QF1814,2024-08-26,Physics,MCQ,Apply,2.67
QS27306,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,2.65
QS27307,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,2.55
QS27308,QZ3164,QF1814,2024-08-26,Physics,MCQ,Remember,1.73
QS27309,QZ3164,QF1814,2024-08-26,Physics,MCQ,Apply,2.48
QS27310,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,3.73
QS27311,QZ3164,QF1814,2024-08-26,Physics,MCQ,Create,4.92
QS27312,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,1.54
QS27313,QZ3164,QF1814,2024-08-26,Physics,MCQ,Understand,1.22
QS27314,QZ3165,QF1815,2024-08-21,English,Open,Understand,2.34
QS27315,QZ3165,QF1815,2024-08-21,English,Open,Apply,2.59
QS27316,QZ3165,QF1815,2024-08-21,English,MCQ,Remember,1.45
QS27317,QZ3165,QF1815,2024-08-21,English,MCQ,Apply,4.41
QS27318,QZ3165,QF1815,2024-08-21,English,Open,Remember,2.75
QS27319,QZ3165,QF1815,2024-08-21,English,Open,Remember,1.57
QS27320,QZ3165,QF1815,2024-08-21,English,MCQ,Understand,1.23
QS27321,QZ3165,QF1815,2024-08-21,English,MCQ,Remember,1.56
QS27322,QZ3165,QF1815,2024-08-21,English,MCQ,Understand,3.39
QS27323,QZ3165,QF1815,2024-08-21,English,MCQ,Remember,2.69
QS27324,QZ3165,QF1815,2024-08-21,English,MCQ,Understand,3.78
QS27325,QZ3165,QF1815,2024-08-21,English,MCQ,Remember,1.57
QS27326,QZ3165,QF1815,2024-08-21,English,Open,Remember,2.93
QS27327,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Remember,2.0
QS27328,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Evaluate,4.17
QS27329,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Remember,1.98
QS27330,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Create,3.2
QS27331,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Understand,2.55
QS27332,QZ3166,QF1815,2024-08-19,Computer Science,MCQ,Understand,3.15
QS27333,QZ3167,QF1816,2024-08-20,Business Studies,MCQ,Remember,1.83
QS27334,QZ3167,QF1816,2024-08-20,Business Studies,MCQ,Analyze,3.55
