quiz_id,creator_id,creation_date,topic,quiz_type,num_questions,avg_difficulty,dominant_bloom_level,popularity_score
QZ2007,QF1377,04-07-2024,Business Studies,MCQ,7,3.16,Apply,5.74
QZ2008,QF1377,26-07-2024,Language,Mixed,9,3.15,Remember,2.24
QZ2009,QF1377,02-08-2024,Programming,Open,10,3.09,Understand,2.97
QZ2010,QF1377,17-07-2024,Business Studies,Mixed,10,2.92,Remember,3.32
QZ2011,QF1377,04-08-2024,English,MCQ,4,3.19,Understand,5.86
QZ2012,QF1378,24-08-2024,Chemistry,MCQ,14,2.66,Remember,0.98
QZ2013,QF1379,23-08-2024,General Knowledge,MCQ,3,2.94,Understand,1.63
QZ2014,QF1380,22-06-2024,Computer Science,Mixed,9,3.17,Evaluate,0.25
QZ2015,QF1380,29-06-2024,Programming,MCQ,10,3.44,Remember,0.29
QZ2016,QF1381,10-07-2024,Business Studies,MCQ,18,2.71,Remember,1.85
QZ2017,QF1381,27-08-2024,Physics,MCQ,3,2.18,Understand,0.23
QZ2018,QF1383,04-08-2024,Business Studies,MCQ,4,2.24,Remember,4.23
QZ2019,QF1385,28-07-2024,History,Mixed,3,3.56,Analyze,3.95
QZ2020,QF1385,29-08-2024,Computer Science,MCQ,6,3.05,Understand,1.38
QZ2021,QF1385,29-08-2024,History,MCQ,7,3.63,Understand,3.7
QZ2022,QF1385,31-07-2024,History,MCQ,10,3.56,Remember,1.14
QZ2023,QF1385,24-06-2024,Programming,Open,11,2.91,Understand,0.93
QZ2024,QF1387,31-07-2024,Physics,MCQ,11,2.92,Understand,0.29
QZ2025,QF1387,22-07-2024,Chemistry,Open,15,2.71,Understand,1.65
QZ2026,QF1388,23-06-2024,History,MCQ,4,4.26,Evaluate,0.62
QZ2027,QF1390,27-07-2024,Computer Science,MCQ,8,3.61,Understand,0.34
QZ2028,QF1390,27-07-2024,Business Studies,MCQ,9,2.92,Remember,3.49
QZ2029,QF1390,04-08-2024,English,MCQ,5,3.66,Evaluate,4.15
QZ2030,QF1391,26-07-2024,Programming,Mixed,3,3.58,Analyze,3.69
QZ2031,QF1391,04-07-2024,Computer Science,Mixed,2,1.93,Evaluate,0.6
QZ2032,QF1392,01-07-2024,Language,MCQ,11,3.25,Understand,1.9
QZ2033,QF1392,05-08-2024,Mathematics,Mixed,3,2.2,Remember,1.84
QZ2034,QF1392,27-06-2024,Business Studies,MCQ,4,2.22,Remember,0.74
QZ2035,QF1392,30-07-2024,Physics,Open,9,2.53,Remember,2.15
QZ2036,QF1392,14-07-2024,History,Mixed,6,3.92,Apply,0.36
QZ2037,QF1392,23-08-2024,English,MCQ,4,3.1,Evaluate,1.11
QZ2038,QF1394,14-07-2024,History,Mixed,4,2.67,Understand,1.82
QZ2039,QF1394,20-07-2024,Physics,Mixed,7,2.59,Remember,2.2
QZ2040,QF1394,19-08-2024,Computer Science,Open,7,2.89,Apply,4.94
QZ2041,QF1394,08-08-2024,Language,MCQ,6,3.14,Evaluate,9.23
QZ2042,QF1394,25-08-2024,Mathematics,MCQ,9,3.24,Understand,1.89
QZ2043,QF1395,20-08-2024,Programming,Mixed,6,2.91,Understand,0.24
QZ2044,QF1396,27-08-2024,Language,Mixed,11,2.7,Apply,0.75
QZ2045,QF1396,21-06-2024,Business Studies,MCQ,4,1.88,Understand,1.92
QZ2046,QF1397,22-08-2024,Computer Science,Open,10,3.06,Apply,0.92
QZ2047,QF1397,17-08-2024,Mathematics,Open,8,4.03,Evaluate,2.12
QZ2048,QF1398,05-08-2024,Biology,Mixed,6,2.68,Remember,0.2
QZ2049,QF1399,15-07-2024,Language,Mixed,12,3.49,Analyze,0.47
QZ2050,QF1399,14-08-2024,History,MCQ,7,2.33,Remember,5.29
QZ2051,QF1399,26-07-2024,General Knowledge,Mixed,6,2.42,Remember,4.65
QZ2052,QF1399,30-08-2024,Business Studies,MCQ,6,2.56,Apply,0.44
QZ2053,QF1400,25-08-2024,Programming,MCQ,8,2.79,Remember,4.58
QZ2054,QF1400,29-06-2024,Business Studies,MCQ,7,2.99,Apply,1.11
QZ2055,QF1400,23-08-2024,Mathematics,MCQ,7,2.45,Remember,6.37
QZ2056,QF1400,22-06-2024,Biology,MCQ,11,3.23,Understand,0.85
QZ2057,QF1400,14-08-2024,English,MCQ,9,3.02,Understand,0.49
QZ2058,QF1400,28-08-2024,Language,MCQ,6,3.05,Understand,2.87
QZ2059,QF1401,29-08-2024,Chemistry,Mixed,8,3.24,Understand,0.89
QZ2060,QF1401,23-07-2024,English,MCQ,12,2.68,Remember,1.25
QZ2061,QF1402,28-08-2024,Business Studies,Mixed,6,2.14,Understand,6.25
QZ2062,QF1402,18-07-2024,Business Studies,MCQ,11,2.98,Understand,1.61
QZ2063,QF1402,23-08-2024,Physics,Mixed,12,3.06,Understand,1.74
QZ2064,QF1402,23-07-2024,Mathematics,Mixed,10,2.87,Remember,0.61
QZ2065,QF1402,10-08-2024,Programming,MCQ,9,3.4,Understand,4.91
QZ2066,QF1402,04-08-2024,General Knowledge,Open,7,2.87,Apply,0.59
QZ2067,QF1405,28-07-2024,Biology,MCQ,9,2.88,Apply,2.24
QZ2068,QF1405,06-07-2024,Chemistry,MCQ,14,2.87,Remember,0.85
QZ2069,QF1407,19-08-2024,English,Open,11,3.14,Evaluate,0.23
QZ2070,QF1407,31-08-2024,Language,Mixed,17,3.31,Understand,6.17
QZ2071,QF1407,16-07-2024,Mathematics,Mixed,10,2.34,Remember,0.46
QZ2072,QF1407,28-06-2024,Language,MCQ,7,2.05,Remember,0.83
QZ2073,QF1407,02-08-2024,Computer Science,MCQ,6,2.87,Understand,0.71
QZ2074,QF1407,23-08-2024,Physics,MCQ,7,2.33,Understand,1.02
QZ2075,QF1407,24-07-2024,Biology,Mixed,7,2.25,Remember,4.07
QZ2076,QF1407,28-08-2024,Physics,Open,7,2.84,Remember,0.94
QZ2077,QF1407,13-08-2024,Business Studies,Mixed,10,2.8,Understand,1.79
QZ2078,QF1407,26-07-2024,Physics,MCQ,3,3.32,Create,0.76
QZ2079,QF1407,09-07-2024,Programming,MCQ,15,2.86,Remember,5.8
QZ2080,QF1407,26-07-2024,Chemistry,MCQ,5,2.62,Understand,5.59
QZ2081,QF1408,23-08-2024,Business Studies,MCQ,7,2.87,Understand,5.48
QZ2082,QF1408,14-08-2024,English,MCQ,9,2.69,Remember,0.92
QZ2083,QF1408,15-07-2024,Language,MCQ,13,2.67,Remember,0.25
QZ2084,QF1408,06-08-2024,English,Open,9,2.86,Apply,3.47
QZ2085,QF1408,06-07-2024,Computer Science,MCQ,7,3.13,Remember,3.6
QZ2086,QF1408,20-08-2024,Business Studies,Open,9,3.3,Apply,1.63
QZ2087,QF1409,31-08-2024,Business Studies,Open,6,2.97,Remember,2.75
QZ2088,QF1409,02-08-2024,Biology,MCQ,13,2.65,Understand,0.16
QZ2089,QF1409,17-07-2024,Business Studies,Mixed,9,2.8,Understand,4.3
QZ2090,QF1409,20-07-2024,Language,MCQ,5,2.48,Remember,0.35
QZ2091,QF1410,12-08-2024,Chemistry,MCQ,10,3.19,Remember,1.63
QZ2092,QF1413,20-08-2024,Computer Science,Mixed,12,3.33,Evaluate,1.07
QZ2093,QF1413,08-07-2024,Biology,MCQ,9,3.49,Apply,3.85
QZ2094,QF1413,13-07-2024,General Knowledge,Mixed,10,2.69,Understand,0.28
QZ2095,QF1413,28-08-2024,Language,MCQ,5,3.2,Remember,1.28
QZ2096,QF1413,27-08-2024,Chemistry,MCQ,6,2.58,Remember,3.28
QZ2097,QF1413,20-08-2024,Physics,MCQ,5,2.93,Apply,2.83
QZ2098,QF1414,27-07-2024,English,MCQ,12,2.87,Understand,0.93
QZ2099,QF1414,13-08-2024,Computer Science,MCQ,9,3,Apply,2.7
QZ2100,QF1414,21-07-2024,History,MCQ,9,2.76,Apply,3.07
QZ2101,QF1414,28-08-2024,Language,Mixed,11,2.6,Understand,0.4
QZ2102,QF1414,13-07-2024,English,Mixed,7,2.68,Understand,2.39
QZ2103,QF1414,14-08-2024,Mathematics,MCQ,14,3.1,Apply,0.71
QZ2104,QF1415,29-08-2024,English,Mixed,7,2.68,Understand,1.43
QZ2105,QF1415,19-08-2024,English,MCQ,7,2.76,Understand,1.16
QZ2106,QF1416,25-06-2024,General Knowledge,Open,8,3.19,Understand,0.12
QZ2107,QF1417,25-07-2024,General Knowledge,MCQ,8,3.75,Analyze,1.46
QZ2108,QF1417,21-08-2024,Programming,MCQ,11,2.25,Remember,1.62
QZ2109,QF1417,10-08-2024,Business Studies,Open,10,2.36,Understand,0.61
QZ2110,QF1420,01-08-2024,Chemistry,MCQ,10,3.19,Apply,1.68
QZ2111,QF1420,24-07-2024,Business Studies,MCQ,7,3.58,Understand,2.32
QZ2112,QF1420,06-08-2024,Language,Open,9,2.56,Understand,1.33
QZ2113,QF1420,17-08-2024,Business Studies,MCQ,11,2.81,Apply,1.64
QZ2114,QF1421,02-08-2024,History,Mixed,17,2.86,Remember,3.61
QZ2115,QF1421,31-08-2024,History,MCQ,6,2.72,Remember,2.98
QZ2116,QF1421,06-07-2024,Language,Mixed,6,2.94,Remember,0.96
QZ2117,QF1422,29-08-2024,Language,MCQ,8,2.45,Apply,4.92
QZ2118,QF1422,10-08-2024,Computer Science,MCQ,12,3.61,Evaluate,4.22
QZ2119,QF1423,13-08-2024,Business Studies,MCQ,10,2.58,Understand,0.47
QZ2120,QF1423,18-08-2024,History,Open,6,2.78,Understand,5.22
QZ2121,QF1423,23-08-2024,Biology,Mixed,2,2.77,Remember,0.1
QZ2122,QF1423,26-08-2024,Biology,MCQ,6,2.97,Understand,0.83
QZ2123,QF1424,11-08-2024,General Knowledge,MCQ,9,3,Apply,0.48
QZ2124,QF1424,24-07-2024,Computer Science,MCQ,3,2.52,Understand,6.11
QZ2125,QF1424,02-08-2024,Biology,Mixed,10,2.48,Remember,4.67
QZ2126,QF1425,25-07-2024,Computer Science,MCQ,11,2.84,Remember,1.14
QZ2127,QF1425,27-08-2024,Mathematics,MCQ,7,2.99,Apply,4.48
QZ2128,QF1425,30-08-2024,History,Mixed,9,3.32,Understand,2.34
QZ2129,QF1425,04-08-2024,Business Studies,Mixed,2,3.07,Understand,0.56
QZ2130,QF1428,14-08-2024,Computer Science,Open,9,2.42,Remember,0.47
QZ2131,QF1430,20-07-2024,Computer Science,MCQ,6,3.34,Remember,0.47
QZ2132,QF1431,23-08-2024,Programming,MCQ,11,2.53,Understand,2.51
QZ2133,QF1431,15-07-2024,Programming,Mixed,8,2.92,Apply,1.8
QZ2134,QF1431,29-08-2024,Chemistry,MCQ,9,3.17,Understand,4.73
QZ2135,QF1431,03-07-2024,Business Studies,MCQ,11,3.01,Understand,8.43
QZ2136,QF1431,20-08-2024,Mathematics,Mixed,10,2.93,Understand,1.59
QZ2137,QF1431,14-07-2024,Chemistry,Mixed,8,2.32,Understand,0.78
QZ2138,QF1431,29-07-2024,Language,MCQ,11,2.81,Apply,3.75
QZ2139,QF1431,03-08-2024,General Knowledge,MCQ,6,3.24,Understand,8.6
QZ2140,QF1431,16-08-2024,History,Mixed,3,2.23,Understand,6.9
QZ2141,QF1431,23-08-2024,Physics,MCQ,6,2.93,Evaluate,0.73
QZ2142,QF1431,15-07-2024,Business Studies,MCQ,4,3.18,Understand,4.87
QZ2143,QF1431,17-07-2024,Physics,MCQ,11,3.46,Remember,1.07
QZ2144,QF1431,28-07-2024,Language,MCQ,7,2.58,Remember,0.64
QZ2145,QF1434,17-08-2024,Business Studies,Mixed,10,3.4,Remember,1.41
QZ2146,QF1434,08-08-2024,Mathematics,MCQ,9,2.84,Remember,1.47
QZ2147,QF1434,26-08-2024,Chemistry,MCQ,5,2.71,Remember,1
QZ2148,QF1434,16-07-2024,Computer Science,Mixed,3,3.83,Understand,5.8
QZ2149,QF1434,27-07-2024,Programming,MCQ,11,2.77,Analyze,1.48
QZ2150,QF1437,04-07-2024,Chemistry,MCQ,12,2.65,Understand,1.73
QZ2151,QF1438,29-08-2024,Physics,MCQ,8,2.72,Remember,0.45
QZ2152,QF1438,24-07-2024,Business Studies,Open,10,3.18,Understand,1.2
QZ2153,QF1438,29-08-2024,English,MCQ,10,2.39,Understand,1.67
QZ2154,QF1441,17-08-2024,History,Mixed,6,3.13,Understand,4.62
QZ2155,QF1441,02-07-2024,General Knowledge,Mixed,10,2.69,Remember,2.86
QZ2156,QF1441,29-08-2024,Computer Science,Mixed,11,2.75,Remember,0.1
QZ2157,QF1441,05-08-2024,Programming,MCQ,11,2.49,Remember,1.02
QZ2158,QF1441,11-07-2024,Physics,Open,4,3.12,Understand,3.8
QZ2159,QF1441,31-08-2024,History,MCQ,10,3.39,Apply,1.39
QZ2160,QF1441,06-07-2024,Programming,Open,10,3.06,Remember,0.91
QZ2161,QF1442,27-07-2024,Language,Open,13,2.59,Understand,2
QZ2162,QF1444,29-06-2024,Computer Science,MCQ,12,2.42,Understand,1.36
QZ2163,QF1444,08-07-2024,History,Open,10,2.81,Remember,2.51
QZ2164,QF1444,09-08-2024,Programming,MCQ,7,3.06,Understand,4.47
QZ2165,QF1444,09-08-2024,Business Studies,MCQ,15,2.86,Understand,3.15
QZ2166,QF1444,27-07-2024,Language,MCQ,7,3.36,Understand,6.69
QZ2167,QF1444,30-07-2024,Mathematics,MCQ,6,2.16,Remember,1.25
QZ2168,QF1444,31-07-2024,General Knowledge,MCQ,7,3.21,Understand,1.8
QZ2169,QF1444,17-08-2024,Physics,Open,11,2.93,Understand,0.63
QZ2170,QF1444,28-07-2024,Biology,MCQ,15,2.86,Remember,15
QZ2171,QF1444,27-07-2024,Programming,Mixed,5,3.71,Understand,1.58
QZ2172,QF1444,29-08-2024,Programming,MCQ,12,2.71,Remember,5.98
QZ2173,QF1444,15-08-2024,English,Open,9,2.45,Understand,1.06
QZ2174,QF1444,19-08-2024,Biology,MCQ,7,3.37,Remember,1.8
QZ2175,QF1445,05-07-2024,Physics,MCQ,8,3.01,Remember,6.65
QZ2176,QF1445,20-07-2024,Computer Science,Open,5,2.09,Remember,1.33
QZ2177,QF1445,24-07-2024,Physics,Open,8,3.04,Remember,0.8
QZ2178,QF1445,13-07-2024,Programming,Mixed,7,2.64,Understand,0.15
QZ2179,QF1445,27-08-2024,Physics,Mixed,9,3.41,Evaluate,1.68
QZ2180,QF1445,24-08-2024,Business Studies,Mixed,4,3.18,Apply,7.36
QZ2181,QF1445,05-08-2024,Chemistry,MCQ,10,3.07,Understand,2.75
QZ2182,QF1445,07-07-2024,English,MCQ,9,2.77,Evaluate,2.34
QZ2183,QF1445,19-08-2024,Mathematics,MCQ,10,2.85,Understand,4.79
QZ2184,QF1445,27-08-2024,Mathematics,Mixed,9,3.51,Remember,0.33
QZ2185,QF1447,27-07-2024,History,Mixed,17,2.64,Understand,0.28
QZ2186,QF1447,29-08-2024,Mathematics,MCQ,7,3.08,Understand,1.71
QZ2187,QF1447,06-08-2024,English,MCQ,14,2.63,Remember,2.92
QZ2188,QF1448,28-08-2024,History,MCQ,10,2.43,Understand,0.37
QZ2189,QF1448,14-08-2024,History,Mixed,11,2.67,Remember,2.95
QZ2190,QF1448,11-08-2024,Computer Science,MCQ,11,2.07,Remember,2.73
QZ2191,QF1450,18-07-2024,Chemistry,Open,10,3.26,Analyze,0.31
QZ2192,QF1451,22-08-2024,Biology,Open,13,3,Remember,0.27
QZ2193,QF1452,12-07-2024,Language,MCQ,10,2.55,Remember,0.1
QZ2194,QF1454,04-07-2024,Computer Science,MCQ,7,3.29,Understand,0.31
QZ2195,QF1455,18-07-2024,General Knowledge,MCQ,14,2.75,Understand,0.92
QZ2196,QF1456,29-07-2024,Programming,Mixed,9,2.72,Analyze,8.82
QZ2197,QF1456,07-07-2024,Chemistry,MCQ,16,2.83,Understand,0.46
QZ2198,QF1456,25-08-2024,Chemistry,Mixed,11,3.1,Evaluate,4.04
QZ2199,QF1457,18-08-2024,Chemistry,Mixed,7,2.84,Remember,1.33
QZ2200,QF1457,10-07-2024,Physics,MCQ,10,2.92,Understand,0.1
QZ2201,QF1457,28-07-2024,General Knowledge,MCQ,4,3.46,Evaluate,5.23
QZ2202,QF1457,19-08-2024,Computer Science,Mixed,8,3.53,Analyze,1.08
QZ2203,QF1457,24-08-2024,General Knowledge,MCQ,4,2.26,Understand,4.36
QZ2204,QF1457,19-07-2024,Programming,Open,7,2.86,Apply,4.37
QZ2205,QF1457,16-08-2024,Biology,Mixed,8,3.23,Analyze,3.04
QZ2206,QF1457,23-08-2024,Business Studies,MCQ,10,3.15,Remember,1.51
QZ2207,QF1457,26-08-2024,General Knowledge,Open,12,3.22,Understand,0.33
QZ2208,QF1457,24-07-2024,Chemistry,Open,9,2.87,Understand,1.13
QZ2209,QF1457,02-07-2024,Biology,MCQ,9,3.01,Understand,2.36
QZ2210,QF1457,04-07-2024,Business Studies,Open,9,3.5,Understand,0.53
QZ2211,QF1457,29-08-2024,Programming,Open,5,3.26,Apply,0.85
QZ2212,QF1459,07-08-2024,English,MCQ,3,2.97,Remember,0.25
QZ2213,QF1459,27-07-2024,Business Studies,MCQ,2,3.13,Understand,0.1
QZ2214,QF1459,21-08-2024,English,Open,7,2.87,Understand,1.31
QZ2215,QF1461,11-07-2024,Programming,MCQ,5,2.66,Remember,0.18
QZ2216,QF1461,22-08-2024,Mathematics,MCQ,5,3.34,Analyze,0.44
QZ2217,QF1461,29-08-2024,Business Studies,Mixed,6,3.76,Apply,0.66
QZ2218,QF1462,19-08-2024,English,MCQ,3,2.31,Remember,3.79
QZ2219,QF1462,10-07-2024,Programming,Open,8,2.35,Remember,0.1
QZ2220,QF1462,14-08-2024,Language,MCQ,6,2.93,Remember,0.85
QZ2221,QF1462,07-07-2024,Chemistry,MCQ,12,2.38,Remember,7.28
QZ2222,QF1462,15-07-2024,Physics,Open,12,2.79,Remember,0.6
QZ2223,QF1462,05-07-2024,Business Studies,MCQ,13,2.72,Remember,0.48
QZ2224,QF1462,12-08-2024,History,MCQ,8,2.92,Remember,11.12
QZ2225,QF1462,30-07-2024,General Knowledge,Mixed,10,2.88,Remember,0.82
QZ2226,QF1462,19-07-2024,English,Mixed,3,2.46,Apply,4.98
QZ2227,QF1462,23-07-2024,Programming,Mixed,9,3.31,Apply,2.55
QZ2228,QF1462,20-08-2024,Computer Science,MCQ,11,2.7,Understand,0.83
QZ2229,QF1462,12-07-2024,English,Mixed,5,3.45,Understand,6.48
QZ2230,QF1462,19-07-2024,Business Studies,MCQ,8,3.08,Remember,0.28
QZ2231,QF1463,09-08-2024,English,MCQ,9,2.83,Analyze,0.63
QZ2232,QF1463,20-08-2024,Biology,Mixed,4,3.09,Understand,1.29
QZ2233,QF1463,08-07-2024,Computer Science,MCQ,8,3,Remember,0.1
QZ2234,QF1464,19-08-2024,Business Studies,MCQ,11,3.31,Remember,0.51
QZ2235,QF1465,23-08-2024,Physics,Open,7,2.75,Remember,1.1
QZ2236,QF1465,26-08-2024,Biology,MCQ,5,3.3,Analyze,4.95
QZ2237,QF1466,27-07-2024,Computer Science,MCQ,5,2.75,Remember,1.18
QZ2238,QF1466,16-07-2024,General Knowledge,Mixed,12,3.21,Remember,1.71
QZ2239,QF1466,21-08-2024,History,MCQ,8,2.74,Remember,0.21
QZ2240,QF1466,24-07-2024,General Knowledge,Mixed,7,2.86,Remember,1.88
QZ2241,QF1466,07-08-2024,English,MCQ,4,2.33,Understand,2.03
QZ2242,QF1466,23-08-2024,English,MCQ,10,2.79,Understand,4.4
QZ2243,QF1467,10-07-2024,Mathematics,Mixed,8,3.58,Evaluate,1.59
QZ2244,QF1467,30-08-2024,Programming,Mixed,9,2.82,Understand,3.94
QZ2245,QF1467,16-07-2024,Computer Science,MCQ,8,3,Understand,0.68
QZ2246,QF1468,17-08-2024,English,MCQ,9,3.24,Remember,0.24
QZ2247,QF1469,30-07-2024,Mathematics,MCQ,6,3.22,Remember,1.7
QZ2248,QF1470,13-07-2024,General Knowledge,MCQ,12,2.83,Understand,2.21
QZ2249,QF1471,30-08-2024,Programming,MCQ,6,3.03,Remember,0.24
QZ2250,QF1473,24-08-2024,Mathematics,Mixed,8,2.63,Remember,0.29
QZ2251,QF1473,21-08-2024,General Knowledge,MCQ,5,2.27,Apply,7.29
QZ2252,QF1473,30-07-2024,Business Studies,Mixed,10,2.63,Remember,0.58
QZ2253,QF1473,20-07-2024,English,MCQ,4,2.88,Remember,0.17
QZ2254,QF1473,27-07-2024,Biology,Mixed,10,3.16,Understand,0.92
QZ2255,QF1474,06-08-2024,General Knowledge,MCQ,14,3.35,Understand,0.78
QZ2256,QF1475,18-07-2024,History,Open,7,3.24,Understand,0.98
QZ2257,QF1475,26-08-2024,Biology,Mixed,6,2.76,Understand,1.86
QZ2258,QF1475,06-07-2024,Programming,Mixed,9,2.71,Remember,4.55
QZ2259,QF1475,27-08-2024,Biology,MCQ,6,2.43,Understand,3.9
QZ2260,QF1475,19-08-2024,General Knowledge,MCQ,7,2.31,Remember,5.13
QZ2261,QF1475,25-08-2024,English,MCQ,15,3.01,Understand,5.59
QZ2262,QF1475,17-08-2024,Programming,Mixed,9,3.46,Remember,1.53
QZ2263,QF1475,01-08-2024,Programming,MCQ,6,2.47,Understand,1.6
QZ2264,QF1478,20-08-2024,Programming,Mixed,6,2.45,Remember,4.6
QZ2265,QF1478,05-07-2024,Chemistry,MCQ,6,3.3,Analyze,1.75
QZ2266,QF1478,27-08-2024,Programming,Mixed,11,3.73,Evaluate,7.2
QZ2267,QF1478,01-08-2024,Physics,MCQ,13,3.47,Apply,2.99
QZ2268,QF1478,07-08-2024,Programming,Mixed,5,3.15,Analyze,1.57
QZ2269,QF1478,05-08-2024,Programming,MCQ,7,3.68,Evaluate,3.06
QZ2270,QF1478,07-07-2024,Mathematics,Mixed,7,3.02,Understand,4.85
QZ2271,QF1478,24-07-2024,English,MCQ,11,2.48,Understand,2.2
QZ2272,QF1478,27-07-2024,Business Studies,MCQ,7,2.13,Understand,4.13
QZ2273,QF1478,30-08-2024,Mathematics,Mixed,11,2.68,Remember,0.2
QZ2274,QF1478,13-07-2024,General Knowledge,MCQ,10,2.45,Remember,1.49
QZ2275,QF1479,29-08-2024,History,MCQ,11,2.76,Understand,0.85
QZ2276,QF1479,13-07-2024,Chemistry,Mixed,6,3.08,Apply,3.55
QZ2277,QF1480,22-08-2024,Physics,MCQ,6,2.27,Remember,0.42
QZ2278,QF1480,23-07-2024,English,Mixed,5,2.1,Understand,1.73
QZ2279,QF1480,22-08-2024,History,MCQ,7,3.23,Apply,0.68
QZ2280,QF1482,09-08-2024,Computer Science,Mixed,9,2.73,Analyze,3.11
QZ2281,QF1483,06-07-2024,Chemistry,MCQ,5,2.74,Apply,0.37
QZ2282,QF1483,10-08-2024,Biology,MCQ,9,2.26,Understand,3.51
QZ2283,QF1484,21-07-2024,Chemistry,MCQ,7,3,Remember,3.14
QZ2284,QF1484,18-07-2024,Language,MCQ,10,2.06,Remember,0.15
QZ2285,QF1484,30-07-2024,History,MCQ,8,2.86,Understand,4.59
QZ2286,QF1486,21-08-2024,Language,MCQ,5,2.33,Remember,7.83
QZ2287,QF1486,28-08-2024,Language,Mixed,13,2.85,Understand,1.33
QZ2288,QF1487,29-08-2024,English,MCQ,9,3.13,Remember,0.89
QZ2289,QF1487,16-07-2024,Chemistry,MCQ,10,2.67,Remember,2.11
QZ2290,QF1490,22-07-2024,English,MCQ,5,3.32,Understand,0.39
QZ2291,QF1490,20-07-2024,Business Studies,Mixed,9,3.51,Apply,2.02
QZ2292,QF1491,24-08-2024,English,MCQ,8,2.72,Understand,0.22
QZ2293,QF1492,28-08-2024,History,Mixed,7,3.48,Understand,0.1
QZ2294,QF1493,08-08-2024,Physics,Mixed,9,3,Remember,1.35
QZ2295,QF1494,30-07-2024,Business Studies,Open,9,2.81,Remember,2.54
QZ2296,QF1494,04-08-2024,Physics,MCQ,8,3.4,Remember,0.81
QZ2297,QF1494,01-08-2024,Chemistry,MCQ,12,2.03,Remember,1.07
QZ2298,QF1494,18-08-2024,Biology,Open,4,3.13,Understand,0.33
QZ2299,QF1494,12-07-2024,Programming,Mixed,4,2.18,Remember,2.46
QZ2300,QF1494,15-07-2024,Programming,Open,12,2.58,Remember,2
QZ2301,QF1494,29-07-2024,Computer Science,Mixed,7,3.22,Understand,1.85
QZ2302,QF1494,25-08-2024,Language,MCQ,10,3.31,Remember,3.1
QZ2303,QF1494,10-07-2024,History,MCQ,9,2.76,Apply,2.08
QZ2304,QF1494,03-08-2024,Physics,MCQ,8,2.95,Understand,5.02
QZ2305,QF1494,25-08-2024,Computer Science,Mixed,8,3.01,Remember,3.5
QZ2306,QF1494,16-08-2024,Mathematics,Mixed,5,3.22,Apply,0.26
QZ2307,QF1494,10-07-2024,English,MCQ,8,2.85,Understand,4.49
QZ2308,QF1494,09-07-2024,Language,MCQ,12,3.21,Understand,3.28
QZ2309,QF1495,27-07-2024,Physics,MCQ,9,2.9,Understand,0.1
QZ2310,QF1495,31-08-2024,Business Studies,MCQ,8,2.24,Remember,4.73
QZ2311,QF1496,20-08-2024,History,Open,11,2.43,Remember,1.32
QZ2312,QF1496,11-08-2024,Programming,Open,6,3.22,Understand,2.47
QZ2313,QF1496,24-08-2024,Programming,MCQ,4,2.77,Remember,2.13
QZ2314,QF1496,11-08-2024,English,MCQ,10,3.25,Apply,1.34
QZ2315,QF1496,20-08-2024,General Knowledge,Open,6,2.46,Understand,2.01
QZ2316,QF1496,22-08-2024,Computer Science,MCQ,16,2.94,Remember,1.73
QZ2317,QF1496,24-08-2024,Programming,MCQ,6,2.64,Remember,2.43
QZ2318,QF1497,30-08-2024,History,MCQ,4,3.54,Understand,0.66
QZ2319,QF1497,26-08-2024,Physics,MCQ,8,3.02,Remember,0.1
QZ2320,QF1497,15-07-2024,Programming,Open,9,2.42,Remember,2.05
QZ2321,QF1497,15-07-2024,Biology,MCQ,9,2.57,Remember,2.88
QZ2322,QF1497,20-08-2024,Business Studies,MCQ,6,2.5,Remember,0.86
QZ2323,QF1498,14-08-2024,Mathematics,Open,6,2.43,Remember,0.6
QZ2324,QF1498,17-08-2024,General Knowledge,Open,11,3.39,Remember,1.7
QZ2325,QF1499,30-08-2024,Language,Mixed,6,3.11,Apply,2.02
QZ2326,QF1499,07-08-2024,History,Open,9,2.94,Apply,1.66
QZ2327,QF1500,09-08-2024,General Knowledge,MCQ,3,1.97,Understand,6.18
QZ2328,QF1502,29-08-2024,Biology,Mixed,7,2.8,Understand,1.68
QZ2329,QF1502,16-08-2024,Programming,Mixed,9,2.59,Understand,1.14
QZ2330,QF1503,16-08-2024,Physics,Open,8,3.06,Understand,2.56
QZ2331,QF1503,18-07-2024,Programming,Mixed,10,3.17,Apply,1.15
QZ2332,QF1503,03-08-2024,Business Studies,MCQ,9,3.12,Remember,0.82
QZ2333,QF1503,22-07-2024,English,Mixed,5,2.48,Understand,1.06
QZ2334,QF1503,14-07-2024,Programming,Open,8,2.29,Remember,1.72
QZ2335,QF1504,01-08-2024,Computer Science,MCQ,11,2.81,Remember,2.81
QZ2336,QF1504,13-07-2024,Physics,MCQ,2,2.21,Understand,2.31
QZ2337,QF1504,19-08-2024,Chemistry,MCQ,6,2.79,Remember,3.14
QZ2338,QF1504,27-07-2024,Mathematics,Mixed,6,3.39,Apply,1.44
QZ2339,QF1505,15-08-2024,Mathematics,Mixed,8,3.73,Analyze,2.61
QZ2340,QF1506,27-07-2024,English,MCQ,7,2.61,Remember,2
QZ2341,QF1506,13-07-2024,Business Studies,MCQ,10,3.07,Remember,1.65
QZ2342,QF1506,04-08-2024,Physics,Mixed,6,3.07,Remember,4.68
QZ2343,QF1506,12-08-2024,Physics,MCQ,8,2.13,Understand,2.74
QZ2344,QF1507,30-08-2024,Biology,MCQ,5,2.87,Remember,3.2
